ICSD Code,Formula,Chemical Formula,Space Group,Validation Status,Measurement Conditions,Compound Class,Year,Journal,GII,Failure Mode,Disorder Type
181022,Cu0.146 O1 Zn0.854,Cu0.146 O1 Zn0.854,F m -3 m,Validated,High_PT,Oxide,2011.0,Physica Status Solidi B: Basic Solid State Physics,0.0376,,homovalent
181023,Cu0.146 O1 Zn0.854,Cu0.146 O1 Zn0.854,F m -3 m,Borderline,High_PT,Oxide,2011.0,Physica Status Solidi B: Basic Solid State Physics,0.1043,Type3_Vacancy,homovalent
67203,Fe0.88 O1,Fe0.88 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0503,,pure
67202,Fe0.888 O1,Fe0.888 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0551,,pure
67201,Fe0.902 O1,Fe0.902 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0614,,pure
201091,Fe0.909 O1,Fe0.909 O1,F m -3 m,Validated,High_PT,Oxide,,,0.0092,,pure
67421,Fe0.911 O1,Fe0.911 O1,F m -3 m,Failed,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0791,Type3_Vacancy,pure
67420,Fe0.913 O1,Fe0.913 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0741,,pure
67200,Fe0.914 O1,Fe0.914 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0666,,pure
67419,Fe0.916 O1,Fe0.916 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0705,,pure
67199,Fe0.92 O1,Fe0.92 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.068,,pure
67418,Fe0.92 O1,Fe0.92 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0664,,pure
103580,Fe0.924 O1,Fe0.924 O1,F m -3 m,Validated,High_PT,Oxide,1965.0,Transactions of the Metallurgical Society of AIME,0.0366,,pure
67416,Fe0.928 O1,Fe0.928 O1,F m -3 m,Borderline,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0572,,pure
67198,Fe0.945 O1,Fe0.945 O1,F m -3 m,Failed,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0805,Type3_Vacancy,pure
67197,Fe0.95 O1,Fe0.95 O1,F m -3 m,Failed,High_PT,Oxide,1990.0,Journal of Physics and Chemistry of Solids,0.0829,Type3_Vacancy,pure
53519,Fe1 O1,Fe1 O1,F m -3 m,Borderline,High_PT,Oxide,1974.0,Revue Internationale des Hautes Temperatures et des Refractaires,0.0602,,pure
134961,Fe1 O1,Fe1 O1,F m -3 m,Validated,High_PT,Oxide,2021.0,Inorganic Chemistry,0.0454,,pure
180973,Fe1 O1,Fe1 O1,F m -3 m,Validated,High_PT,Oxide,2011.0,Journal of Alloys and Compounds,0.0209,,pure
180974,Fe1 O1,Fe1 O1,F m -3 m,Borderline,High_PT,Oxide,2011.0,Journal of Alloys and Compounds,0.0606,,pure
230266,Fe1 O1,Fe1 O1,F m -3 m,Failed,High_PT,Oxide,2018.0,Physics and Chemistry of Minerals,0.1894,Type6_Anomaly,pure
230269,Fe1 O1,Fe1 O1,F m -3 m,Failed,High_PT,Oxide,2018.0,Physics and Chemistry of Minerals,0.2383,Type6_Anomaly,pure
230271,Fe1 O1,Fe1 O1,F m -3 m,Failed,High_PT,Oxide,2018.0,Physics and Chemistry of Minerals,0.3133,Type6_Anomaly,pure
230273,Fe1 O1,Fe1 O1,F m -3 m,Failed,High_PT,Oxide,2018.0,Physics and Chemistry of Minerals,0.7662,Type6_Anomaly,pure
159377,Mg1 O1,Mg1 O1,F m -3 m,Validated,High_PT,Oxide,1976.0,American Mineralogist,0.0097,,pure
159378,Mg1 O1,Mg1 O1,F m -3 m,Validated,High_PT,Oxide,1976.0,American Mineralogist,0.0041,,pure
208026,Mg1 O1,Mg1 O1,F m -3 m,Validated,High_PT,Oxide,2024.0,Journal of the American Chemical Society,0.0436,,pure
208031,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2024.0,Journal of the American Chemical Society,0.1988,Type6_Anomaly,pure
208032,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2024.0,Journal of the American Chemical Society,0.1521,Type6_Anomaly,pure
241684,Mg1 O1,Mg1 O1,F m -3 m,Validated,High_PT,Oxide,2015.0,RSC Advances,0.0177,,pure
241685,Mg1 O1,Mg1 O1,F m -3 m,Validated,High_PT,Oxide,2015.0,RSC Advances,0.036,,pure
241686,Mg1 O1,Mg1 O1,F m -3 m,Validated,High_PT,Oxide,2015.0,RSC Advances,0.0371,,pure
241687,Mg1 O1,Mg1 O1,F m -3 m,Borderline,High_PT,Oxide,2015.0,RSC Advances,0.0512,,pure
241688,Mg1 O1,Mg1 O1,F m -3 m,Borderline,High_PT,Oxide,2015.0,RSC Advances,0.0732,,pure
241689,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.0974,Type6_Anomaly,pure
241690,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.1287,Type6_Anomaly,pure
241691,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.145,Type6_Anomaly,pure
241692,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.1585,Type6_Anomaly,pure
241693,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.3356,Type6_Anomaly,pure
241694,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.3988,Type6_Anomaly,pure
241695,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.4358,Type6_Anomaly,pure
241696,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.459,Type6_Anomaly,pure
241697,Mg1 O1,Mg1 O1,F m -3 m,Failed,High_PT,Oxide,2015.0,RSC Advances,0.4869,Type6_Anomaly,pure
657312,Mn0.91 O1,Mn0.91 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1042,Type3_Vacancy,pure
657311,Mn0.944 O1,Mn0.944 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1233,Type3_Vacancy,pure
657310,Mn0.959 O1,Mn0.959 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1338,Type3_Vacancy,pure
657309,Mn0.965 O1,Mn0.965 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1379,Type3_Vacancy,pure
657308,Mn0.977 O1,Mn0.977 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1461,Type3_Vacancy,pure
657307,Mn0.986 O1,Mn0.986 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1502,Type3_Vacancy,pure
657306,Mn0.99 O1,Mn0.99 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1523,Type3_Vacancy,pure
657305,Mn0.995 O1,Mn0.995 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1543,Type3_Vacancy,pure
657304,Mn0.999 O1,Mn0.999 O1,F m -3 m,Failed,High_PT,Oxide,1992.0,Journal of Physics and Chemistry of Solids,0.1563,Type3_Vacancy,pure
76669,Ni1 O1,Ni1 O1,F m -3 m,Borderline,High_PT,Oxide,1984.0,Transactions and Journal of the British Ceramic Society,0.0748,,pure
646096,Ni1 O1,Ni1 O1,F m -3 m,Failed,High_PT,Oxide,1948.0,Acta Crystallographica,0.0751,Type6_Anomaly,pure
646098,Ni1 O1,Ni1 O1,F m -3 m,Validated,High_PT,Oxide,1968.0,Journal of the Physical Society of Japan,0.0269,,pure
52825,Cd1 S1,Cd1 S1,F m -3 m,Failed,High_PT,Sulfide,1963.0,Physics Letters,0.1776,Type6_Anomaly,pure
108230,Cd1 S1,Cd1 S1,F m -3 m,Validated,High_PT,Sulfide,1963.0,Journal of Physics and Chemistry of Solids,0.0013,,pure
620320,Cd1 S1,Cd1 S1,F m -3 m,Failed,High_PT,Sulfide,1963.0,"Science (Washington, DC, United States)",0.1462,Type6_Anomaly,pure
158648,Mn1 S1,Mn1 S1,F m -3 m,Failed,High_PT,Sulfide,1991.0,Physics and Chemistry of Minerals,0.1385,Type6_Anomaly,pure
158649,Mn1 S1,Mn1 S1,F m -3 m,Failed,High_PT,Sulfide,1991.0,Physics and Chemistry of Minerals,0.2667,Type6_Anomaly,pure
158650,Mn1 S1,Mn1 S1,F m -3 m,Failed,High_PT,Sulfide,1991.0,Physics and Chemistry of Minerals,0.3663,Type6_Anomaly,pure
158651,Mn1 S1,Mn1 S1,F m -3 m,Failed,High_PT,Sulfide,1991.0,Physics and Chemistry of Minerals,0.452,Type6_Anomaly,pure
158652,Mn1 S1,Mn1 S1,F m -3 m,Failed,High_PT,Sulfide,1991.0,Physics and Chemistry of Minerals,0.6221,Type6_Anomaly,pure
643444,Mn1 S1,Mn1 S1,F m -3 m,Failed,High_PT,Sulfide,1968.0,Journal of the Physical Society of Japan,0.2164,Type6_Anomaly,pure
